type_dengue,date,year,month,number,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),week
Dengue,2014-01-06,2014,1,436.0,2014,1,6,31.2,10.0,10.8,11.6,25.3,27.1,23.9,6.1,25.6,2
DHF,2014-01-06,2014,1,1.0,2014,1,6,31.2,10.0,10.8,11.6,25.3,27.1,23.9,6.1,25.6,2
Dengue,2014-01-13,2014,1,479.0,2014,1,13,0.0,0.0,0.0,0.0,26.9,30.3,25.4,14.6,40.0,3
DHF,2014-01-13,2014,1,0.0,2014,1,13,0.0,0.0,0.0,0.0,26.9,30.3,25.4,14.6,40.0,3
Dengue,2014-01-20,2014,1,401.0,2014,1,20,0.0,0.0,0.0,0.0,25.7,29.1,23.6,11.7,38.2,4
DHF,2014-01-20,2014,1,0.0,2014,1,20,0.0,0.0,0.0,0.0,25.7,29.1,23.6,11.7,38.2,4
Dengue,2014-01-27,2014,1,336.0,2014,1,27,0.0,0.0,0.0,0.0,25.9,29.8,23.8,14.5,37.1,5
DHF,2014-01-27,2014,1,0.0,2014,1,27,0.0,0.0,0.0,0.0,25.9,29.8,23.8,14.5,37.1,5
Dengue,2014-02-03,2014,2,234.0,2014,2,3,0.0,0.0,0.0,0.0,26.1,31.2,22.9,11.3,32.0,6
DHF,2014-02-03,2014,2,0.0,2014,2,3,0.0,0.0,0.0,0.0,26.1,31.2,22.9,11.3,32.0,6
Dengue,2014-02-10,2014,2,273.0,2014,2,10,0.0,0.0,0.0,0.0,27.7,33.8,24.8,10.6,27.0,7
DHF,2014-02-10,2014,2,1.0,2014,2,10,0.0,0.0,0.0,0.0,27.7,33.8,24.8,10.6,27.0,7
Dengue,2014-02-17,2014,2,369.0,2014,2,17,0.0,0.0,0.0,0.0,27.8,31.7,25.6,15.5,33.5,8
DHF,2014-02-17,2014,2,0.0,2014,2,17,0.0,0.0,0.0,0.0,27.8,31.7,25.6,15.5,33.5,8
DHF,2014-02-24,2014,2,1.0,2014,2,24,0.0,0.0,0.0,0.0,27.2,31.5,24.6,15.7,40.0,9
Dengue,2014-02-24,2014,2,193.0,2014,2,24,0.0,0.0,0.0,0.0,27.2,31.5,24.6,15.7,40.0,9
Dengue,2014-03-03,2014,3,186.0,2014,3,3,0.0,0.0,0.0,0.0,27.6,32.9,24.7,12.0,36.0,10
DHF,2014-03-03,2014,3,1.0,2014,3,3,0.0,0.0,0.0,0.0,27.6,32.9,24.7,12.0,36.0,10
Dengue,2014-03-10,2014,3,209.0,2014,3,10,0.0,0.0,0.0,0.0,27.8,32.3,24.9,15.7,41.4,11
DHF,2014-03-10,2014,3,1.0,2014,3,10,0.0,0.0,0.0,0.0,27.8,32.3,24.9,15.7,41.4,11
Dengue,2014-03-17,2014,3,224.0,2014,3,17,5.4,3.6,4.2,5.2,26.3,30.7,24.3,8.9,36.0,12
DHF,2014-03-17,2014,3,1.0,2014,3,17,5.4,3.6,4.2,5.2,26.3,30.7,24.3,8.9,36.0,12
Dengue,2014-03-24,2014,3,210.0,2014,3,24,0.0,0.0,0.0,0.0,28.1,33.0,24.7,11.5,32.8,13
DHF,2014-03-24,2014,3,0.0,2014,3,24,0.0,0.0,0.0,0.0,28.1,33.0,24.7,11.5,32.8,13
Dengue,2014-03-31,2014,3,225.0,2014,3,31,0.0,0.0,0.0,0.0,28.8,33.0,26.6,10.5,36.4,14
DHF,2014-03-31,2014,3,0.0,2014,3,31,0.0,0.0,0.0,0.0,28.8,33.0,26.6,10.5,36.4,14
Dengue,2014-04-07,2014,4,240.0,2014,4,7,10.0,9.8,10.0,10.0,28.6,34.5,25.0,7.6,43.2,15
DHF,2014-04-07,2014,4,0.0,2014,4,7,10.0,9.8,10.0,10.0,28.6,34.5,25.0,7.6,43.2,15
Dengue,2014-04-14,2014,4,244.0,2014,4,14,0.0,0.0,0.0,0.0,28.4,32.6,25.8,7.7,30.2,16
DHF,2014-04-14,2014,4,1.0,2014,4,14,0.0,0.0,0.0,0.0,28.4,32.6,25.8,7.7,30.2,16
DHF,2014-04-21,2014,4,0.0,2014,4,21,5.2,2.0,3.2,5.0,26.6,29.6,24.7,5.3,39.6,17
Dengue,2014-04-21,2014,4,235.0,2014,4,21,5.2,2.0,3.2,5.0,26.6,29.6,24.7,5.3,39.6,17
Dengue,2014-04-28,2014,4,282.0,2014,4,28,0.2,0.2,0.2,0.2,28.6,32.8,26.3,5.9,25.2,18
DHF,2014-04-28,2014,4,0.0,2014,4,28,0.2,0.2,0.2,0.2,28.6,32.8,26.3,5.9,25.2,18
Dengue,2014-05-05,2014,5,251.0,2014,5,5,0.0,0.0,0.0,0.0,29.4,33.1,26.8,9.5,37.8,19
DHF,2014-05-05,2014,5,0.0,2014,5,5,0.0,0.0,0.0,0.0,29.4,33.1,26.8,9.5,37.8,19
Dengue,2014-05-12,2014,5,261.0,2014,5,12,0.4,0.4,0.4,0.4,28.2,31.6,26.5,5.9,35.3,20
DHF,2014-05-12,2014,5,0.0,2014,5,12,0.4,0.4,0.4,0.4,28.2,31.6,26.5,5.9,35.3,20
Dengue,2014-05-19,2014,5,291.0,2014,5,19,7.2,3.8,5.0,5.2,27.2,30.0,23.2,6.9,30.6,21
DHF,2014-05-19,2014,5,0.0,2014,5,19,7.2,3.8,5.0,5.2,27.2,30.0,23.2,6.9,30.6,21
Dengue,2014-05-26,2014,5,427.0,2014,5,26,0.0,0.0,0.0,0.0,28.8,32.4,26.8,6.9,34.2,22
DHF,2014-05-26,2014,5,1.0,2014,5,26,0.0,0.0,0.0,0.0,28.8,32.4,26.8,6.9,34.2,22
Dengue,2014-06-02,2014,6,456.0,2014,6,2,0.0,0.0,0.0,0.0,28.7,31.2,26.6,6.0,24.5,23
DHF,2014-06-02,2014,6,0.0,2014,6,2,0.0,0.0,0.0,0.0,28.7,31.2,26.6,6.0,24.5,23
Dengue,2014-06-09,2014,6,458.0,2014,6,9,0.0,0.0,0.0,0.0,29.4,32.7,27.7,7.0,36.4,24
DHF,2014-06-09,2014,6,1.0,2014,6,9,0.0,0.0,0.0,0.0,29.4,32.7,27.7,7.0,36.4,24
DHF,2014-06-16,2014,6,0.0,2014,6,16,0.0,0.0,0.0,0.0,30.1,32.8,28.3,8.7,30.2,25
Dengue,2014-06-16,2014,6,506.0,2014,6,16,0.0,0.0,0.0,0.0,30.1,32.8,28.3,8.7,30.2,25
Dengue,2014-06-23,2014,6,550.0,2014,6,23,0.0,0.0,0.0,0.0,29.7,33.2,27.5,6.1,28.1,26
DHF,2014-06-23,2014,6,1.0,2014,6,23,0.0,0.0,0.0,0.0,29.7,33.2,27.5,6.1,28.1,26
Dengue,2014-06-30,2014,6,671.0,2014,6,30,2.4,2.0,2.2,2.4,27.6,31.0,24.6,6.9,35.3,27
DHF,2014-06-30,2014,6,0.0,2014,6,30,2.4,2.0,2.2,2.4,27.6,31.0,24.6,6.9,35.3,27
Dengue,2014-07-07,2014,7,888.0,2014,7,7,3.6,3.4,3.4,3.6,28.5,31.5,24.4,6.6,38.2,28
DHF,2014-07-07,2014,7,3.0,2014,7,7,3.6,3.4,3.4,3.6,28.5,31.5,24.4,6.6,38.2,28
Dengue,2014-07-14,2014,7,818.0,2014,7,14,0.0,0.0,0.0,0.0,29.8,32.5,27.6,9.2,28.1,29
DHF,2014-07-14,2014,7,1.0,2014,7,14,0.0,0.0,0.0,0.0,29.8,32.5,27.6,9.2,28.1,29
Dengue,2014-07-21,2014,7,744.0,2014,7,21,0.0,0.0,0.0,0.0,29.5,31.9,27.4,11.2,35.6,30
DHF,2014-07-21,2014,7,2.0,2014,7,21,0.0,0.0,0.0,0.0,29.5,31.9,27.4,11.2,35.6,30
Dengue,2014-07-28,2014,7,633.0,2014,7,28,0.0,0.0,0.0,0.0,29.0,31.9,27.2,8.4,38.9,31
DHF,2014-07-28,2014,7,1.0,2014,7,28,0.0,0.0,0.0,0.0,29.0,31.9,27.2,8.4,38.9,31
Dengue,2014-08-04,2014,8,484.0,2014,8,4,1.2,1.2,1.2,1.2,28.5,30.5,25.2,9.4,36.0,32
DHF,2014-08-04,2014,8,0.0,2014,8,4,1.2,1.2,1.2,1.2,28.5,30.5,25.2,9.4,36.0,32
Dengue,2014-08-11,2014,8,545.0,2014,8,11,0.0,0.0,0.0,0.0,28.1,30.8,26.6,8.4,35.3,33
DHF,2014-08-11,2014,8,0.0,2014,8,11,0.0,0.0,0.0,0.0,28.1,30.8,26.6,8.4,35.3,33
DHF,2014-08-18,2014,8,0.0,2014,8,18,10.4,9.8,9.8,9.8,28.4,31.0,25.2,11.9,46.8,34
Dengue,2014-08-18,2014,8,438.0,2014,8,18,10.4,9.8,9.8,9.8,28.4,31.0,25.2,11.9,46.8,34
Dengue,2014-08-25,2014,8,418.0,2014,8,25,7.2,4.4,4.4,4.6,26.6,30.4,24.2,6.3,44.6,35
DHF,2014-08-25,2014,8,0.0,2014,8,25,7.2,4.4,4.4,4.6,26.6,30.4,24.2,6.3,44.6,35
Dengue,2014-09-01,2014,9,367.0,2014,9,1,0.0,0.0,0.0,0.0,29.1,32.5,26.7,13.3,34.6,36
DHF,2014-09-01,2014,9,0.0,2014,9,1,0.0,0.0,0.0,0.0,29.1,32.5,26.7,13.3,34.6,36
Dengue,2014-09-08,2014,9,339.0,2014,9,8,0.0,0.0,0.0,0.0,28.9,32.0,25.9,7.7,27.0,37
DHF,2014-09-08,2014,9,0.0,2014,9,8,0.0,0.0,0.0,0.0,28.9,32.0,25.9,7.7,27.0,37
Dengue,2014-09-15,2014,9,362.0,2014,9,15,0.0,0.0,0.0,0.0,29.2,32.5,27.2,10.2,38.9,38
DHF,2014-09-15,2014,9,0.0,2014,9,15,0.0,0.0,0.0,0.0,29.2,32.5,27.2,10.2,38.9,38
Dengue,2014-09-22,2014,9,396.0,2014,9,22,0.0,0.0,0.0,0.0,29.0,33.2,25.4,14.6,38.9,39
DHF,2014-09-22,2014,9,1.0,2014,9,22,0.0,0.0,0.0,0.0,29.0,33.2,25.4,14.6,38.9,39
Dengue,2014-09-29,2014,9,344.0,2014,9,29,0.0,0.0,0.0,0.0,28.9,31.3,26.9,11.4,28.4,40
DHF,2014-09-29,2014,9,1.0,2014,9,29,0.0,0.0,0.0,0.0,28.9,31.3,26.9,11.4,28.4,40
Dengue,2014-10-06,2014,10,339.0,2014,10,6,0.0,0.0,0.0,0.0,28.7,31.9,25.8,8.9,28.4,41
DHF,2014-10-06,2014,10,0.0,2014,10,6,0.0,0.0,0.0,0.0,28.7,31.9,25.8,8.9,28.4,41
DHF,2014-10-13,2014,10,0.0,2014,10,13,0.0,0.0,0.0,0.0,29.1,34.1,26.4,7.6,32.8,42
Dengue,2014-10-13,2014,10,278.0,2014,10,13,0.0,0.0,0.0,0.0,29.1,34.1,26.4,7.6,32.8,42
Dengue,2014-10-20,2014,10,297.0,2014,10,20,0.0,0.0,0.0,0.0,28.8,32.5,25.4,9.2,33.5,43
DHF,2014-10-20,2014,10,0.0,2014,10,20,0.0,0.0,0.0,0.0,28.8,32.5,25.4,9.2,33.5,43
Dengue,2014-10-27,2014,10,213.0,2014,10,27,32.8,21.0,28.2,28.2,27.5,32.1,24.4,5.8,34.2,44
DHF,2014-10-27,2014,10,0.0,2014,10,27,32.8,21.0,28.2,28.2,27.5,32.1,24.4,5.8,34.2,44
Dengue,2014-11-03,2014,11,186.0,2014,11,3,0.0,0.0,0.0,0.0,29.6,32.7,26.7,7.2,29.5,45
DHF,2014-11-03,2014,11,0.0,2014,11,3,0.0,0.0,0.0,0.0,29.6,32.7,26.7,7.2,29.5,45
Dengue,2014-11-10,2014,11,168.0,2014,11,10,1.4,1.2,1.2,1.4,27.1,30.0,25.1,6.7,32.8,46
DHF,2014-11-10,2014,11,1.0,2014,11,10,1.4,1.2,1.2,1.4,27.1,30.0,25.1,6.7,32.8,46
Dengue,2014-11-17,2014,11,158.0,2014,11,17,0.2,0.2,0.2,0.2,26.5,32.0,24.7,8.0,40.7,47
DHF,2014-11-17,2014,11,0.0,2014,11,17,0.2,0.2,0.2,0.2,26.5,32.0,24.7,8.0,40.7,47
Dengue,2014-11-24,2014,11,149.0,2014,11,24,1.6,0.8,0.8,0.8,27.7,32.1,24.9,5.8,24.8,48
DHF,2014-11-24,2014,11,0.0,2014,11,24,1.6,0.8,0.8,0.8,27.7,32.1,24.9,5.8,24.8,48
Dengue,2014-12-01,2014,12,162.0,2014,12,1,26.4,22.2,22.8,23.4,26.4,29.8,22.4,4.3,49.7,49
DHF,2014-12-01,2014,12,0.0,2014,12,1,26.4,22.2,22.8,23.4,26.4,29.8,22.4,4.3,49.7,49
DHF,2014-12-08,2014,12,0.0,2014,12,8,0.0,0.0,0.0,0.0,27.0,30.4,24.5,6.3,26.6,50
Dengue,2014-12-08,2014,12,212.0,2014,12,8,0.0,0.0,0.0,0.0,27.0,30.4,24.5,6.3,26.6,50
Dengue,2014-12-15,2014,12,177.0,2014,12,15,0.0,0.0,0.0,0.0,27.9,32.0,25.6,9.1,36.0,51
DHF,2014-12-15,2014,12,0.0,2014,12,15,0.0,0.0,0.0,0.0,27.9,32.0,25.6,9.1,36.0,51
Dengue,2014-12-22,2014,12,198.0,2014,12,22,0.6,0.6,0.6,0.6,26.8,30.1,24.6,5.4,22.0,52
DHF,2014-12-22,2014,12,0.0,2014,12,22,0.6,0.6,0.6,0.6,26.8,30.1,24.6,5.4,22.0,52
Dengue,2014-12-29,2014,12,188.0,2014,12,29,2.0,1.2,1.8,1.8,25.8,28.9,24.2,9.7,37.1,1
DHF,2014-12-29,2014,12,0.0,2014,12,29,2.0,1.2,1.8,1.8,25.8,28.9,24.2,9.7,37.1,1
Dengue,2015-01-05,2014,1,158.0,2015,1,5,0.0,0.0,0.0,0.0,27.8,32.4,25.0,8.6,25.6,2
DHF,2015-01-05,2014,1,0.0,2015,1,5,0.0,0.0,0.0,0.0,27.8,32.4,25.0,8.6,25.6,2
Dengue,2015-01-05,2015,1,256.0,2015,1,5,0.0,0.0,0.0,0.0,27.8,32.4,25.0,8.6,25.6,2
DHF,2015-01-05,2015,1,1.0,2015,1,5,0.0,0.0,0.0,0.0,27.8,32.4,25.0,8.6,25.6,2
Dengue,2015-01-12,2015,1,228.0,2015,1,12,0.0,0.0,0.0,0.0,27.3,30.9,25.4,11.9,33.8,3
DHF,2015-01-12,2015,1,0.0,2015,1,12,0.0,0.0,0.0,0.0,27.3,30.9,25.4,11.9,33.8,3
Dengue,2015-01-19,2015,1,238.0,2015,1,19,0.0,0.0,0.0,0.0,27.0,30.8,24.7,14.0,37.4,4
DHF,2015-01-19,2015,1,0.0,2015,1,19,0.0,0.0,0.0,0.0,27.0,30.8,24.7,14.0,37.4,4
DHF,2015-01-26,2015,1,0.0,2015,1,26,0.0,0.0,0.0,0.0,27.0,30.7,25.0,12.8,34.2,5
Dengue,2015-01-26,2015,1,259.0,2015,1,26,0.0,0.0,0.0,0.0,27.0,30.7,25.0,12.8,34.2,5
Dengue,2015-02-02,2015,2,212.0,2015,2,2,3.4,2.4,2.4,2.4,25.9,29.1,23.8,9.4,35.6,6
DHF,2015-02-02,2015,2,0.0,2015,2,2,3.4,2.4,2.4,2.4,25.9,29.1,23.8,9.4,35.6,6
Dengue,2015-02-09,2015,2,173.0,2015,2,9,0.0,0.0,0.0,0.0,26.9,30.7,25.0,17.4,39.2,7
DHF,2015-02-09,2015,2,0.0,2015,2,9,0.0,0.0,0.0,0.0,26.9,30.7,25.0,17.4,39.2,7
Dengue,2015-02-16,2015,2,98.0,2015,2,16,0.0,0.0,0.0,0.0,27.4,32.0,24.7,13.8,34.2,8
DHF,2015-02-16,2015,2,1.0,2015,2,16,0.0,0.0,0.0,0.0,27.4,32.0,24.7,13.8,34.2,8
Dengue,2015-02-23,2015,2,172.0,2015,2,23,0.0,0.0,0.0,0.0,28.0,33.6,25.2,13.6,36.7,9
DHF,2015-02-23,2015,2,0.0,2015,2,23,0.0,0.0,0.0,0.0,28.0,33.6,25.2,13.6,36.7,9
Dengue,2015-03-02,2015,3,189.0,2015,3,2,0.0,0.0,0.0,0.0,28.3,33.5,25.1,11.1,36.7,10
DHF,2015-03-02,2015,3,1.0,2015,3,2,0.0,0.0,0.0,0.0,28.3,33.5,25.1,11.1,36.7,10
Dengue,2015-03-09,2015,3,110.0,2015,3,9,0.0,0.0,0.0,0.0,28.6,32.4,26.1,11.5,38.5,11
DHF,2015-03-09,2015,3,0.0,2015,3,9,0.0,0.0,0.0,0.0,28.6,32.4,26.1,11.5,38.5,11
Dengue,2015-03-16,2015,3,91.0,2015,3,16,0.0,0.0,0.0,0.0,28.4,32.8,25.9,10.1,25.6,12
DHF,2015-03-16,2015,3,0.0,2015,3,16,0.0,0.0,0.0,0.0,28.4,32.8,25.9,10.1,25.6,12
DHF,2015-03-23,2015,3,1.0,2015,3,23,0.0,0.0,0.0,0.0,28.6,32.9,26.0,11.9,31.7,13
Dengue,2015-03-23,2015,3,129.0,2015,3,23,0.0,0.0,0.0,0.0,28.6,32.9,26.0,11.9,31.7,13
DHF,2015-03-30,2015,3,1.0,2015,3,30,0.0,0.0,0.0,0.0,28.6,33.0,25.5,9.9,34.6,14
Dengue,2015-03-30,2015,3,90.0,2015,3,30,0.0,0.0,0.0,0.0,28.6,33.0,25.5,9.9,34.6,14
Dengue,2015-04-06,2015,4,107.0,2015,4,6,1.6,1.6,1.6,1.6,28.4,33.0,26.0,6.9,24.1,15
DHF,2015-04-06,2015,4,0.0,2015,4,6,1.6,1.6,1.6,1.6,28.4,33.0,26.0,6.9,24.1,15
Dengue,2015-04-13,2015,4,137.0,2015,4,13,0.0,0.0,0.0,0.0,29.3,33.5,26.4,11.0,35.3,16
DHF,2015-04-13,2015,4,0.0,2015,4,13,0.0,0.0,0.0,0.0,29.3,33.5,26.4,11.0,35.3,16
Dengue,2015-04-20,2015,4,113.0,2015,4,20,0.0,0.0,0.0,0.0,28.8,33.1,26.5,5.8,34.6,17
DHF,2015-04-20,2015,4,0.0,2015,4,20,0.0,0.0,0.0,0.0,28.8,33.1,26.5,5.8,34.6,17
Dengue,2015-04-27,2015,4,119.0,2015,4,27,0.4,0.4,0.4,0.4,27.9,32.9,26.2,4.7,29.2,18
DHF,2015-04-27,2015,4,0.0,2015,4,27,0.4,0.4,0.4,0.4,27.9,32.9,26.2,4.7,29.2,18
DHF,2015-05-04,2015,5,0.0,2015,5,4,5.0,4.4,4.8,5.0,27.0,31.1,24.4,5.3,31.3,19
Dengue,2015-05-04,2015,5,135.0,2015,5,4,5.0,4.4,4.8,5.0,27.0,31.1,24.4,5.3,31.3,19
Dengue,2015-05-11,2015,5,157.0,2015,5,11,0.0,0.0,0.0,0.0,29.9,32.8,28.0,14.0,29.5,20
DHF,2015-05-11,2015,5,1.0,2015,5,11,0.0,0.0,0.0,0.0,29.9,32.8,28.0,14.0,29.5,20
Dengue,2015-05-18,2015,5,109.0,2015,5,18,2.4,0.8,1.2,2.2,28.6,32.0,26.3,6.8,38.5,21
DHF,2015-05-18,2015,5,0.0,2015,5,18,2.4,0.8,1.2,2.2,28.6,32.0,26.3,6.8,38.5,21
Dengue,2015-05-25,2015,5,178.0,2015,5,25,0.0,0.0,0.0,0.0,28.8,31.9,26.9,7.0,50.0,22
DHF,2015-05-25,2015,5,2.0,2015,5,25,0.0,0.0,0.0,0.0,28.8,31.9,26.9,7.0,50.0,22
DHF,2015-06-01,2015,6,1.0,2015,6,1,0.0,0.0,0.0,0.0,29.4,33.9,26.3,9.1,30.6,23
Dengue,2015-06-01,2015,6,151.0,2015,6,1,0.0,0.0,0.0,0.0,29.4,33.9,26.3,9.1,30.6,23
Dengue,2015-06-08,2015,6,192.0,2015,6,8,0.0,0.0,0.0,0.0,28.4,30.7,26.4,5.4,29.2,24
DHF,2015-06-08,2015,6,1.0,2015,6,8,0.0,0.0,0.0,0.0,28.4,30.7,26.4,5.4,29.2,24
Dengue,2015-06-15,2015,6,207.0,2015,6,15,3.8,3.8,3.8,3.8,27.7,30.6,24.8,6.3,36.7,25
DHF,2015-06-15,2015,6,0.0,2015,6,15,3.8,3.8,3.8,3.8,27.7,30.6,24.8,6.3,36.7,25
Dengue,2015-06-22,2015,6,240.0,2015,6,22,0.0,0.0,0.0,0.0,30.2,33.2,28.2,13.2,32.8,26
DHF,2015-06-22,2015,6,0.0,2015,6,22,0.0,0.0,0.0,0.0,30.2,33.2,28.2,13.2,32.8,26
Dengue,2015-06-29,2015,6,242.0,2015,6,29,0.0,0.0,0.0,0.0,29.7,32.8,27.1,9.7,31.0,27
DHF,2015-06-29,2015,6,0.0,2015,6,29,0.0,0.0,0.0,0.0,29.7,32.8,27.1,9.7,31.0,27
Dengue,2015-07-06,2015,7,272.0,2015,7,6,0.0,0.0,0.0,0.0,29.5,31.9,28.0,13.8,31.0,28
DHF,2015-07-06,2015,7,0.0,2015,7,6,0.0,0.0,0.0,0.0,29.5,31.9,28.0,13.8,31.0,28
Dengue,2015-07-13,2015,7,263.0,2015,7,13,0.0,0.0,0.0,0.0,29.4,31.5,27.9,13.1,35.3,29
DHF,2015-07-13,2015,7,0.0,2015,7,13,0.0,0.0,0.0,0.0,29.4,31.5,27.9,13.1,35.3,29
Dengue,2015-07-20,2015,7,293.0,2015,7,20,0.0,0.0,0.0,0.0,29.4,32.5,27.5,14.8,35.6,30
DHF,2015-07-20,2015,7,0.0,2015,7,20,0.0,0.0,0.0,0.0,29.4,32.5,27.5,14.8,35.6,30
DHF,2015-07-27,2015,7,0.0,2015,7,27,0.0,0.0,0.0,0.0,29.0,31.4,27.2,11.9,42.5,31
Dengue,2015-07-27,2015,7,250.0,2015,7,27,0.0,0.0,0.0,0.0,29.0,31.4,27.2,11.9,42.5,31
Dengue,2015-08-03,2015,8,226.0,2015,8,3,26.2,15.8,18.6,18.8,26.2,28.7,22.6,7.5,31.3,32
DHF,2015-08-03,2015,8,0.0,2015,8,3,26.2,15.8,18.6,18.8,26.2,28.7,22.6,7.5,31.3,32
Dengue,2015-08-10,2015,8,221.0,2015,8,10,1.0,1.0,1.0,1.0,29.1,32.0,27.2,16.6,41.4,33
DHF,2015-08-10,2015,8,0.0,2015,8,10,1.0,1.0,1.0,1.0,29.1,32.0,27.2,16.6,41.4,33
Dengue,2015-08-17,2015,8,250.0,2015,8,17,0.0,0.0,0.0,0.0,28.7,30.9,26.8,11.0,42.5,34
DHF,2015-08-17,2015,8,0.0,2015,8,17,0.0,0.0,0.0,0.0,28.7,30.9,26.8,11.0,42.5,34
Dengue,2015-08-24,2015,8,225.0,2015,8,24,0.0,0.0,0.0,0.0,28.8,30.7,27.6,14.7,32.4,35
DHF,2015-08-24,2015,8,0.0,2015,8,24,0.0,0.0,0.0,0.0,28.8,30.7,27.6,14.7,32.4,35
Dengue,2015-08-31,2015,8,246.0,2015,8,31,0.0,0.0,0.0,0.0,29.2,32.3,27.4,17.8,41.8,36
DHF,2015-08-31,2015,8,0.0,2015,8,31,0.0,0.0,0.0,0.0,29.2,32.3,27.4,17.8,41.8,36
Dengue,2015-09-07,2015,9,217.0,2015,9,7,0.0,0.0,0.0,0.0,28.9,32.1,26.6,10.5,27.0,37
DHF,2015-09-07,2015,9,0.0,2015,9,7,0.0,0.0,0.0,0.0,28.9,32.1,26.6,10.5,27.0,37
Dengue,2015-09-14,2015,9,303.0,2015,9,14,0.0,0.0,0.0,0.0,28.7,31.3,27.5,11.1,35.6,38
DHF,2015-09-14,2015,9,0.0,2015,9,14,0.0,0.0,0.0,0.0,28.7,31.3,27.5,11.1,35.6,38
DHF,2015-09-21,2015,9,0.0,2015,9,21,0.2,0.2,0.2,0.2,28.9,31.7,27.0,9.7,34.2,39
Dengue,2015-09-21,2015,9,214.0,2015,9,21,0.2,0.2,0.2,0.2,28.9,31.7,27.0,9.7,34.2,39
Dengue,2015-09-28,2015,9,257.0,2015,9,28,2.8,0.8,1.4,2.4,27.8,31.8,24.5,5.7,22.3,40
DHF,2015-09-28,2015,9,0.0,2015,9,28,2.8,0.8,1.4,2.4,27.8,31.8,24.5,5.7,22.3,40
Dengue,2015-10-05,2015,10,236.0,2015,10,5,0.2,0.2,0.2,0.2,28.4,30.9,27.1,6.8,21.6,41
DHF,2015-10-05,2015,10,0.0,2015,10,5,0.2,0.2,0.2,0.2,28.4,30.9,27.1,6.8,21.6,41
Dengue,2015-10-12,2015,10,235.0,2015,10,12,0.0,0.0,0.0,0.0,29.1,33.2,26.6,9.4,34.9,42
DHF,2015-10-12,2015,10,0.0,2015,10,12,0.0,0.0,0.0,0.0,29.1,33.2,26.6,9.4,34.9,42
Dengue,2015-10-19,2015,10,224.0,2015,10,19,0.0,0.0,0.0,0.0,29.5,32.7,27.2,11.0,34.6,43
DHF,2015-10-19,2015,10,0.0,2015,10,19,0.0,0.0,0.0,0.0,29.5,32.7,27.2,11.0,34.6,43
Dengue,2015-10-26,2015,10,246.0,2015,10,26,0.0,0.0,0.0,0.0,29.0,33.6,26.5,8.1,30.2,44
DHF,2015-10-26,2015,10,0.0,2015,10,26,0.0,0.0,0.0,0.0,29.0,33.6,26.5,8.1,30.2,44
Dengue,2015-11-02,2015,11,266.0,2015,11,2,0.2,0.2,0.2,0.2,27.8,32.9,25.8,6.6,29.5,45
DHF,2015-11-02,2015,11,0.0,2015,11,2,0.2,0.2,0.2,0.2,27.8,32.9,25.8,6.6,29.5,45
DHF,2015-11-09,2015,11,0.0,2015,11,9,1.4,1.4,1.4,1.4,28.0,31.8,25.5,6.6,28.4,46
Dengue,2015-11-09,2015,11,198.0,2015,11,9,1.4,1.4,1.4,1.4,28.0,31.8,25.5,6.6,28.4,46
DHF,2015-11-16,2015,11,0.0,2015,11,16,1.6,0.6,0.8,1.0,26.5,28.8,25.3,6.3,31.0,47
Dengue,2015-11-16,2015,11,254.0,2015,11,16,1.6,0.6,0.8,1.0,26.5,28.8,25.3,6.3,31.0,47
Dengue,2015-11-23,2015,11,282.0,2015,11,23,0.0,0.0,0.0,0.0,29.1,33.6,26.2,7.0,26.6,48
DHF,2015-11-23,2015,11,1.0,2015,11,23,0.0,0.0,0.0,0.0,29.1,33.6,26.2,7.0,26.6,48
Dengue,2015-11-30,2015,11,259.0,2015,11,30,25.8,22.2,25.4,25.4,27.6,33.0,24.7,6.0,31.0,49
DHF,2015-11-30,2015,11,0.0,2015,11,30,25.8,22.2,25.4,25.4,27.6,33.0,24.7,6.0,31.0,49
Dengue,2015-12-07,2015,12,356.0,2015,12,7,0.0,0.0,0.0,0.0,28.5,32.4,25.6,10.4,32.8,50
DHF,2015-12-07,2015,12,1.0,2015,12,7,0.0,0.0,0.0,0.0,28.5,32.4,25.6,10.4,32.8,50
Dengue,2015-12-14,2015,12,333.0,2015,12,14,0.4,0.2,0.4,0.4,27.6,31.9,24.1,7.2,27.7,51
DHF,2015-12-14,2015,12,0.0,2015,12,14,0.4,0.2,0.4,0.4,27.6,31.9,24.1,7.2,27.7,51
Dengue,2015-12-21,2015,12,367.0,2015,12,21,0.0,0.0,0.0,0.0,28.7,32.9,26.4,7.2,22.0,52
DHF,2015-12-21,2015,12,0.0,2015,12,21,0.0,0.0,0.0,0.0,28.7,32.9,26.4,7.2,22.0,52
Dengue,2015-12-28,2015,12,457.0,2015,12,28,0.0,0.0,0.0,0.0,28.4,32.5,26.0,10.1,36.4,53
DHF,2015-12-28,2015,12,0.0,2015,12,28,0.0,0.0,0.0,0.0,28.4,32.5,26.0,10.1,36.4,53
Dengue,2016-01-04,2016,1,545.0,2016,1,4,0.0,0.0,0.0,0.0,27.9,31.9,24.7,9.4,29.2,1
